P1Score,P2Score,P1CrabScore,P2CrabScore,P1HunterScore,P2HunterScore,P1Guardian ShieldScore,P2Guardian ShieldScore,P1RecallScore,P2RecallScore,P1Recall HunterScore,P2Recall HunterScore,P1ScorpionScore,P2ScorpionScore,P1BeetleScore,P2BeetleScore,P1BlinkScore,P2BlinkScore,P1Blink HunterScore,P2Blink HunterScore,P1GunbotScore,P2GunbotScore,P1MissilebotScore,P2MissilebotScore,P1WaspScore,P2WaspScore,P1HornetScore,P2HornetScore,P1KnightScore,P2KnightScore,P1CrossbowScore,P2CrossbowScore,P1BallistaScore,P2BallistaScore,P1King CrabScore,P2King CrabScore,P1CrusaderScore,P2CrusaderScore,P1BomberScore,P2BomberScore,P1ShockerScore,P2ShockerScore,P1Recall ShockerScore,P2Recall ShockerScore,P1MortarScore,P2MortarScore,P1Swift ShockerScore,P2Swift ShockerScore,P1Heavy HunterScore,P2Heavy HunterScore,P1DestroyerScore,P2DestroyerScore,P1RaiderScore,P2RaiderScore,P1TurretScore,P2TurretScore,P1Heavy BallistaScore,P2Heavy BallistaScore,P1GargantuaScore,P2GargantuaScore,P1SniperScore,P2SniperScore,P1Advanced BlinkScore,P2Advanced BlinkScore,P1AssaultbotScore,P2AssaultbotScore,P1AdvancedbotScore,P2AdvancedbotScore,P1BehemothScore,P2BehemothScore,P1Advanced MortarScore,P2Advanced MortarScore,P1BlasterScore,P2BlasterScore,P1ButterflyScore,P2ButterflyScore,P1DragonflyScore,P2DragonflyScore,P1FalconScore,P2FalconScore,P1AirshipScore,P2AirshipScore,P1Advanced RecallScore,P2Advanced RecallScore,P1MammothScore,P2MammothScore,P1StingerScore,P2StingerScore,P1Flak TurretScore,P2Flak TurretScore,P1BulwarkScore,P2BulwarkScore,P1KatbusScore,P2KatbusScore,P1LocustScore,P2LocustScore,P1KrakenScore,P2KrakenScore,P1PredatorScore,P2PredatorScore,P1ValkyrieScore,P2ValkyrieScore,P1ArtilleryScore,P2ArtilleryScore,P1Advanced DestroyerScore,P2Advanced DestroyerScore,P1ShadeScore,P2ShadeScore,
14594,16118,3431,0,4429,1363,0,0,0,0,0,0,0,0,0,5821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,8935,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14594,16118,3431,0,4429,1363,0,0,0,0,0,0,0,0,0,5821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,8935,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14594,16118,3431,0,4429,1363,0,0,0,0,0,0,0,0,0,5821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,8935,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14594,16118,3431,0,4429,1363,0,0,0,0,0,0,0,0,0,5821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,8935,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14594,16118,3431,0,4429,1363,0,0,0,0,0,0,0,0,0,5821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,8935,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14594,16118,3431,0,4429,1363,0,0,0,0,0,0,0,0,0,5821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,8935,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14594,16118,3431,0,4429,1363,0,0,0,0,0,0,0,0,0,5821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,8935,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14496,16216,3333,0,4429,1366,0,0,0,0,0,0,0,0,0,5869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,8982,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14496,16216,3333,0,4429,1366,0,0,0,0,0,0,0,0,0,5869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,8982,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14496,16216,3333,0,4429,1366,0,0,0,0,0,0,0,0,0,5869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,8982,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14496,16216,3333,0,4429,1366,0,0,0,0,0,0,0,0,0,5869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,8982,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14496,16216,3333,0,4429,1366,0,0,0,0,0,0,0,0,0,5869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,8982,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14496,16216,3333,0,4429,1366,0,0,0,0,0,0,0,0,0,5869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,8982,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14496,16216,3333,0,4429,1366,0,0,0,0,0,0,0,0,0,5869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,8982,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14496,16216,3333,0,4429,1366,0,0,0,0,0,0,0,0,0,5869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,8982,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14496,16216,3333,0,4429,1366,0,0,0,0,0,0,0,0,0,5869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,8982,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14398,16314,3235,0,4429,1376,0,0,0,0,0,0,0,0,0,5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,9023,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14398,16314,3235,0,4429,1376,0,0,0,0,0,0,0,0,0,5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,9023,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14398,16314,3235,0,4429,1376,0,0,0,0,0,0,0,0,0,5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,9023,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14868,15844,3235,0,4768,1376,0,0,0,0,0,0,0,0,0,5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8553,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14770,15942,3137,0,4768,1383,0,0,0,0,0,0,0,0,0,5972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8588,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14770,15942,3137,0,4768,1383,0,0,0,0,0,0,0,0,0,5972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8588,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14770,15942,3137,0,4768,1383,0,0,0,0,0,0,0,0,0,5972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8588,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14770,15942,3137,0,4768,1383,0,0,0,0,0,0,0,0,0,5972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8588,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14770,15942,3137,0,4768,1383,0,0,0,0,0,0,0,0,0,5972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8588,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14770,15942,3137,0,4768,1383,0,0,0,0,0,0,0,0,0,5972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8588,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14770,15942,3137,0,4768,1383,0,0,0,0,0,0,0,0,0,5972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8588,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14770,15942,3137,0,4768,1383,0,0,0,0,0,0,0,0,0,5972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8588,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14770,15942,3137,0,4768,1383,0,0,0,0,0,0,0,0,0,5972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8588,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,
14854,15858,3039,0,4854,1401,0,0,0,0,0,0,0,0,0,5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8617,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,
14854,15858,3039,0,4854,1401,0,0,0,0,0,0,0,0,0,5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8617,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,
14854,15858,3039,0,4854,1401,0,0,0,0,0,0,0,0,0,5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8617,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,
15324,15388,3039,0,5325,1401,0,0,0,0,0,0,0,0,0,5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8147,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,
15324,15388,3039,0,5325,1401,0,0,0,0,0,0,0,0,0,5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8147,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,
15324,15388,3039,0,5325,1401,0,0,0,0,0,0,0,0,0,5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8147,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,
15324,15388,3039,0,5325,1401,0,0,0,0,0,0,0,0,0,5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8147,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,
15324,15388,3039,0,5325,1401,0,0,0,0,0,0,0,0,0,5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8147,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,
15226,15486,2941,0,5325,1423,0,0,0,0,0,0,0,0,0,5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8170,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,
15226,15486,2941,0,5325,1423,0,0,0,0,0,0,0,0,0,5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8170,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,
15226,15486,2941,0,5325,1423,0,0,0,0,0,0,0,0,0,5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8170,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,
15226,15486,2941,0,5325,1423,0,0,0,0,0,0,0,0,0,5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8170,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,
15226,15486,2941,0,5325,1423,0,0,0,0,0,0,0,0,0,5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8170,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,
15590,15122,2976,0,5349,1423,0,0,0,0,0,0,0,0,0,5530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8170,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,
15590,15122,2976,0,5349,1423,0,0,0,0,0,0,0,0,0,5530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8170,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,
15772,14940,3096,0,5411,1423,0,0,0,0,0,0,0,0,0,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8170,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,
15772,14940,3096,0,5411,1423,0,0,0,0,0,0,0,0,0,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8170,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,
15772,14940,3096,0,5411,1423,0,0,0,0,0,0,0,0,0,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8170,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,
15772,14940,3096,0,5411,1423,0,0,0,0,0,0,0,0,0,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8170,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,
15772,14940,3096,0,5411,1423,0,0,0,0,0,0,0,0,0,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8170,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,
15772,14940,3096,0,5411,1423,0,0,0,0,0,0,0,0,0,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8170,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,
15772,14940,3096,0,5411,1423,0,0,0,0,0,0,0,0,0,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,8170,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,
16242,14470,3096,0,5881,1423,0,0,0,0,0,0,0,0,0,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,7700,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,
16242,14470,3096,0,5881,1423,0,0,0,0,0,0,0,0,0,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,7700,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,
16242,14470,3096,0,5881,1423,0,0,0,0,0,0,0,0,0,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,7700,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,
16242,14470,3096,0,5881,1423,0,0,0,0,0,0,0,0,0,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,7700,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,
16242,14470,3096,0,5881,1423,0,0,0,0,0,0,0,0,0,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,7700,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,
16242,14470,3096,0,5881,1423,0,0,0,0,0,0,0,0,0,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,7700,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,
